"No","Title_en","OctetNo","Contents_en","Note_en","Status"
1146.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","20","Indicator of unit of time range","(see Code table 4.4)","Operational"
1147.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","21-24","Forecast time in units defined by octet 20","(see Note 2)","Operational"
1148.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","25","Type of first fixed surface","(see Code table 4.5)","Operational"
1149.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","26","Scale factor of first fixed surface",,"Operational"
1150.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","27-30","Scaled value of first fixed surface",,"Operational"
1151.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","31","Type of second fixed surface","(see Code table 4.5)","Operational"
1152.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","32","Scale factor of second fixed surface",,"Operational"
1153.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","33-36","Scaled value of second fixed surface",,"Operational"
1154.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","37","Type of ensemble forecast","(see Code table 4.6)","Operational"
1155.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","38","Perturbation number",,"Operational"
1156.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","39","Number of forecasts in ensemble",,"Operational"
1157.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","40-41","Year of end of overall time interval",,"Operational"
1158.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","42","Month of end of overall time interval",,"Operational"
1159.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","43","Day of end of overall time interval",,"Operational"
1160.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","44","Hour of end of overall time interval",,"Operational"
