Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,UnitComments_en,Status
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",11,,Altimeter setting,,Pa,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",12,,Thickness,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",13,,Pressure altitude,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",14,,Density altitude,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",15,,5-wave geopotential height,,gpm,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",16,,Zonal flux of gravity wave stress,,N m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",17,,Meridional flux of gravity wave stress,,N m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",18,,Planetary boundary layer height,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",19,,5-wave geopotential height anomaly,,gpm,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",20,,Standard deviation of sub-grid scale orography,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",21,,Angle of sub-gridscale orography,,rad,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",22,,Slope of sub-gridscale orography,,Numeric,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",23,,Gravity wave dissipation,,W m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",24,,Anisotropy of sub-gridscale orography,,Numeric,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",25,,Natural logarithm of pressure in Pa,,Numeric,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",26,,Exner pressure,,Numeric,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",27,,Updraught mass flux,,kg m-2 s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",28,,Downdraught mass flux,,kg m-2 s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",29,,Updraught detrainment rate,,kg m-3 s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",30,,Downdraught detrainment rate,,kg m-3 s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",31,,Unbalanced component of logarithm of surface pressure,,-,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",32-191,,Reserved,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",192-254,,Reserved for local use,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",255,,Missing,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation",0,,Net short-wave radiation flux (surface),*,W m-2,Deprecated
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation",1,,Net short-wave radiation flux (top of atmosphere),*,W m-2,Deprecated
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation",2,,Short-wave radiation flux,*,W m-2,Deprecated
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation",3,,Global radiation flux,,W m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation",4,,Brightness temperature,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation",5,,Radiance (with respect to wave number),,W m-1 sr-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation",6,,Radiance (with respect to wavelength),,W m-3 sr-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation",7,,Downward short-wave radiation flux,,W m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation",8,,Upward short-wave radiation flux,,W m-2,Operational
