"No","Title_en","OctetNo","Contents_en","Note_en","Status"
867.00,"Product definition template 4.30 - satellite product","(19+10(nb-1))","Instrument types of band nb (code table defined by originating/generating centre)",,"Deprecated"
868.00,"Product definition template 4.30 - satellite product","(20+10(nb-1))","Scale factor of central wave number of band nb",,"Deprecated"
869.00,"Product definition template 4.30 - satellite product","(21+10(nb-1))-(24+10(nb-1))","Scaled value of central wave number of band nb (units: m-1)",,"Deprecated"
870.00,"Product definition template 4.31 - satellite product","10","Parameter category","(see Code table 4.1)","Operational"
871.00,"Product definition template 4.31 - satellite product","11","Parameter number","(see Code table 4.2)","Operational"
872.00,"Product definition template 4.31 - satellite product","12","Type of generating process","(see Code table 4.3)","Operational"
873.00,"Product definition template 4.31 - satellite product","13","Observation generating process identifier (defined by originating centres)",,"Operational"
874.00,"Product definition template 4.31 - satellite product","14","Number of contributing spectral bands (NB)",,"Operational"
875.00,"Product definition template 4.31 - satellite product",,"Repeat the following 11 octets for each contributing band (nb = 1, NB)",,"Operational"
876.00,"Product definition template 4.31 - satellite product","(15+11(nb-1))-(16+11(nb-1))","Satellite series of band nb (code table defined by originating/generating centre)",,"Operational"
877.00,"Product definition template 4.31 - satellite product","(17+11(nb-1))-(18+11(nb-1))","Satellite numbers of band nb (code table defined by originating/generating centre)",,"Operational"
878.00,"Product definition template 4.31 - satellite product","(19+11(nb-1))-(20+11(nb-1))","Instrument types of band nb (code table defined by originating/generating centre)",,"Operational"
879.00,"Product definition template 4.31 - satellite product","(21+11(nb-1))","Scale factor of central wave number of band nb",,"Operational"
880.00,"Product definition template 4.31 - satellite product","(22+11(nb-1))-(25+11(nb-1))","Scaled value of central wave number of band nb (units: m-1)",,"Operational"
881.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","10","Parameter category","(see Code table 4.1)","Operational"
882.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","11","Parameter number","(see Code table 4.2)","Operational"
883.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","12","Type of generating process","(see Code table 4.3)","Operational"
884.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","13","Background generating process identifier (defined by originating centre)",,"Operational"
885.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","14","Analysis or forecast generating process identifier",,"Operational"
