"No","Title_en","SubTitle_en","CodeFlag","Value","MeaningParameterDescription_en","Note_en","UnitComments_en","Status"
930.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","15",,"Upstream accumulated snow melt",,"kg m-2","Operational"
931.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","16",,"Percolation rate",,"kg m-2 s-1","Operational"
932.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","17-191",,"Reserved",,,"Operational"
933.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","192-254",,"Reserved for local use",,,"Operational"
934.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","255",,"Missing",,,"Operational"
935.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","0",,"Conditional per cent precipitation amount fractile for an overall period (Encoded as an accumulation)",,"kg m-2","Operational"
936.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","1",,"Per cent precipitation in a sub-period of an overall period (Encoded as per cent accumulation over the sub-period)",,"%","Operational"
937.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","2",,"Probability of 0.01 inch of precipitation (POP)",,"%","Operational"
938.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","3-191",,"Reserved",,,"Operational"
939.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","192-254",,"Reserved for local use",,,"Operational"
940.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","255",,"Missing",,,"Operational"
941.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","0",,"Water depth",,"m","Operational"
942.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","1",,"Water temperature",,"K","Operational"
943.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","2",,"Water fraction",,"Proportion","Operational"
944.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","3",,"Sediment thickness",,"m","Operational"
945.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","4",,"Sediment temperature",,"K","Operational"
946.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","5",,"Ice thickness",,"m","Operational"
947.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","6",,"Ice temperature",,"K","Operational"
948.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","7",,"Ice cover",,"Proportion","Operational"
949.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","8",,"Land cover (0 = water, 1 = land)",,"Proportion","Operational"
950.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","9",,"Shape factor with respect to salinity profile",,"-","Operational"
951.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","10",,"Shape factor with respect to temperature profile in thermocline",,"-","Operational"
952.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","11",,"Attenuation coefficient of water with respect to solar radiation",,"/m","Operational"
953.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","12",,"Salinity",,"kg/kg","Operational"
954.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","13",,"Cross-sectional area of flow in channel",,"m2","Operational"
955.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","0",,"Land cover (0 = sea, 1 = land)",,"Proportion","Operational"
956.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","1",,"Surface roughness",,"m","Operational"
957.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","2",,"Soil temperature","***","K","Deprecated"
958.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","3",,"Soil moisture content","*","kg m-2","Deprecated"
